Tenant,Group,Same,Chosen,Score
TAYLORMADE LOGISTICS,1398.0,0.0,0.0,83.33
Tailormade Logistics,1398.0,0.0,0.0,83.33
TechnoCargo Logistics,1398.0,0.0,0.0,84.62
Tiemex Logistic Services,1398.0,0.0,0.0,88.0
Torque Logistics,1398.0,0.0,0.0,83.33
"Trace Logistics, SAU",1398.0,0.0,0.0,88.0
XPO LOGISTICS,1398.0,0.0,0.0,86.96
XPO Logistics,1398.0,0.0,0.0,86.96
Yusen Logistics,1398.0,0.0,0.0,85.71
Yusen Logistics (UK) Ltd,1398.0,0.0,0.0,83.33
Zanardo Servizi Logistici,1398.0,0.0,0.0,84.62
,,,,
SFR ANTENNA,1399.0,1.0,1.0,100.0
Vodafone (Antenna),1399.0,0.0,0.0,84.21
,,,,
SIEMENS,1400.0,1.0,1.0,100.0
SUEL INVESTISSEMENTS FRANCE,1400.0,0.0,0.0,85.71
Siemens PLC,1400.0,0.0,0.0,100.0
Sive,1400.0,0.0,0.0,85.71
,,,,
SIG Trading Limited,1401.0,1.0,1.0,100.0
Spinko Limited,1401.0,0.0,0.0,83.33
XDP Limited,1401.0,0.0,0.0,84.21
,,,,
SIMASTOCK,1402.0,1.0,1.0,100.0
Simastock,1402.0,0.0,0.0,100.0
,,,,
SLPA,1403.0,1.0,1.0,100.0
Spar,1403.0,0.0,0.0,85.71
Star Spa,1403.0,0.0,0.0,85.71
Tiesse Spa,1403.0,0.0,0.0,85.71
,,,,
SMCP Logistique,1404.0,1.0,1.0,100.0
SOTRADEL LOGISTIQUE,1404.0,0.0,0.0,88.89
STI,1404.0,0.0,0.0,100.0
Skipper Logistique,1404.0,0.0,0.0,88.89
,,,,
SNEL Shared Logistics,1405.0,1.0,1.0,100.0
SPI LOGISTIC,1405.0,0.0,0.0,86.96
STI,1405.0,0.0,0.0,100.0
STI Logistics,1405.0,0.0,0.0,91.67
Skill logistics,1405.0,0.0,0.0,84.62
XPO LOGISTICS,1405.0,0.0,0.0,86.96
XPO Logistics,1405.0,0.0,0.0,86.96
Yusen Logistics,1405.0,0.0,0.0,84.62
,,,,
SOGEPAT,1406.0,1.0,1.0,100.0
SOGETREL,1406.0,0.0,0.0,83.33
,,,,
SOLUTION 30,1407.0,1.0,1.0,100.0
Xpo Transport Solutions,1407.0,0.0,0.0,84.21
,,,,
SOMAUDEX Logistics SAS,1408.0,1.0,1.0,100.0
SPI LOGISTIC,1408.0,0.0,0.0,86.96
STI,1408.0,0.0,0.0,100.0
STI Logistics,1408.0,0.0,0.0,91.67
Skill logistics,1408.0,0.0,0.0,84.62
XPO LOGISTICS,1408.0,0.0,0.0,86.96
XPO Logistics,1408.0,0.0,0.0,86.96
Yusen Logistics,1408.0,0.0,0.0,84.62
,,,,
SOTRADEL LOGISTIQUE,1409.0,1.0,1.0,100.0
STI,1409.0,0.0,0.0,100.0
,,,,
SPI LOGISTIC,1410.0,1.0,1.0,100.0
STI,1410.0,0.0,0.0,100.0
STI Logistics,1410.0,0.0,0.0,86.96
Salvensen Logistics (Danone),1410.0,0.0,0.0,83.33
Salvesen Logistica,1410.0,0.0,0.0,86.96
Scerni Logistics,1410.0,0.0,0.0,86.96
"Seko Logistics
(London) Ltd",1410.0,0.0,0.0,85.71
Servizi Logistici / Plurima,1410.0,0.0,0.0,86.96
Skill logistics,1410.0,0.0,0.0,86.96
Stock House Logistica Italia,1410.0,0.0,0.0,83.33
Streamline Logistics Limited,1410.0,0.0,0.0,83.33
TAYLORMADE LOGISTICS,1410.0,0.0,0.0,85.71
Tailormade Logistics,1410.0,0.0,0.0,85.71
TechnoCargo Logistics,1410.0,0.0,0.0,85.71
Tiemex Logistic Services,1410.0,0.0,0.0,90.91
Torque Logistics,1410.0,0.0,0.0,85.71
"Trace Logistics, SAU",1410.0,0.0,0.0,86.96
UNIQ LOGISTIC,1410.0,0.0,0.0,85.71
Vision Logistical Solutions Limited,1410.0,0.0,0.0,83.33
XPO LOGISTICS,1410.0,0.0,0.0,85.71
XPO Logistics,1410.0,0.0,0.0,85.71
Yusen Logistics,1410.0,0.0,0.0,85.71
Yusen Logistics (UK) Ltd,1410.0,0.0,0.0,85.71
Zanardo Servizi Logistici,1410.0,0.0,0.0,86.96
Zanardo Servizi Logistici S.p.a.,1410.0,0.0,0.0,83.33
,,,,
SPI LOGISTICS (l'Oreal),1411.0,1.0,1.0,100.0
STI,1411.0,0.0,0.0,100.0
Torque Logistics,1411.0,0.0,0.0,83.87
XPO LOGISTICS,1411.0,0.0,0.0,84.62
XPO Logistics,1411.0,0.0,0.0,84.62
,,,,
SPODIS,1412.0,1.0,1.0,100.0
Sodispra,1412.0,0.0,0.0,90.91
Spodis,1412.0,0.0,0.0,100.0
,,,,
SPX International Limited,1413.0,1.0,1.0,100.0
Tenmat,1413.0,0.0,0.0,83.33
,,,,
STE D'EXPLOITATION DES DEPANNAGES BENARD,1414.0,1.0,1.0,100.0
STEF,1414.0,0.0,0.0,85.71
Stef,1414.0,0.0,0.0,85.71
,,,,
STE GEN D ELECTRICITE ET D AUTOMATISME,1415.0,1.0,1.0,100.0
STEF,1415.0,0.0,0.0,85.71
Stef,1415.0,0.0,0.0,85.71
,,,,
STEF,1416.0,1.0,1.0,100.0
Stef,1416.0,0.0,0.0,100.0
Stef Italia Spa,1416.0,0.0,0.0,100.0
Tiemex & Stefco,1416.0,0.0,0.0,100.0
Xplosiva di Stefano Nocera & C. S.n.c.,1416.0,0.0,0.0,100.0
,,,,
STEGO FRANCE SA,1417.0,1.0,1.0,100.0
WEGO,1417.0,0.0,0.0,85.71
,,,,
STI,1418.0,1.0,1.0,100.0
STI Logistics,1418.0,0.0,0.0,100.0
SUEL INVESTISSEMENTS FRANCE,1418.0,0.0,0.0,100.0
Salvensen Logistics (Danone),1418.0,0.0,0.0,100.0
Salvesen Logistica,1418.0,0.0,0.0,100.0
Scerni Logistics,1418.0,0.0,0.0,100.0
Sebastian Barth,1418.0,0.0,0.0,100.0
"Seko Logistics
(London) Ltd",1418.0,0.0,0.0,100.0
Servizi Logistici / Plurima,1418.0,0.0,0.0,100.0
Skill logistics,1418.0,0.0,0.0,100.0
Skipper Logistique,1418.0,0.0,0.0,100.0
Stanley Plastics,1418.0,0.0,0.0,100.0
Stock House Logistica Italia,1418.0,0.0,0.0,100.0
Streamline Logistics Limited,1418.0,0.0,0.0,100.0
TAYLORMADE LOGISTICS,1418.0,0.0,0.0,100.0
TOP Logistics BV,1418.0,0.0,0.0,100.0
Tailormade Logistics,1418.0,0.0,0.0,100.0
TechnoCargo Logistics,1418.0,0.0,0.0,100.0
The Minister for Justice and Equality,1418.0,0.0,0.0,100.0
The Sting,1418.0,0.0,0.0,100.0
The Sting Companies B.V.,1418.0,0.0,0.0,100.0
The Wire Gymnastics Club,1418.0,0.0,0.0,100.0
Tiemex Logistic Services,1418.0,0.0,0.0,100.0
Torque Logistics,1418.0,0.0,0.0,100.0
"Trace Logistics, SAU",1418.0,0.0,0.0,100.0
Traconf Fashion Logistics Group,1418.0,0.0,0.0,100.0
UNIQ LOGISTIC,1418.0,0.0,0.0,100.0
Urban Logistica,1418.0,0.0,0.0,100.0
Valentiner Transport & Logistik Berlin Oliver Schulz E.K,1418.0,0.0,0.0,100.0
Vision Logistical Solutions Limited,1418.0,0.0,0.0,100.0
Vos Logistics International B.V.,1418.0,0.0,0.0,100.0
WLS Weindel Logistik Service Austria GmbH,1418.0,0.0,0.0,100.0
Westdeutsche Getränkelogistik GmbH & Co. KG Dortmund,1418.0,0.0,0.0,100.0
Westinghouse Electric Company UK Limited,1418.0,0.0,0.0,100.0
XPO LOGISTICS,1418.0,0.0,0.0,100.0
XPO Logistics,1418.0,0.0,0.0,100.0
Yusen Logistics,1418.0,0.0,0.0,100.0
Yusen Logistics (UK) Ltd,1418.0,0.0,0.0,100.0
Zanardo Servizi Logistici,1418.0,0.0,0.0,100.0
Zanardo Servizi Logistici S.p.a.,1418.0,0.0,0.0,100.0
kfzteile24 Logistik GmbH,1418.0,0.0,0.0,100.0
,,,,
STI Logistics,1419.0,1.0,1.0,100.0
Salvensen Logistics (Danone),1419.0,0.0,0.0,84.62
Salvesen Logistica,1419.0,0.0,0.0,83.33
Scerni Logistics,1419.0,0.0,0.0,91.67
"Seko Logistics
(London) Ltd",1419.0,0.0,0.0,86.96
Skill logistics,1419.0,0.0,0.0,92.31
Stock House Logistica Italia,1419.0,0.0,0.0,84.62
Streamline Logistics Limited,1419.0,0.0,0.0,92.31
TAYLORMADE LOGISTICS,1419.0,0.0,0.0,91.67
TOP Logistics BV,1419.0,0.0,0.0,84.62
Tailormade Logistics,1419.0,0.0,0.0,92.31
TechnoCargo Logistics,1419.0,0.0,0.0,91.67
Tiemex Logistic Services,1419.0,0.0,0.0,86.96
Torque Logistics,1419.0,0.0,0.0,91.67
"Trace Logistics, SAU",1419.0,0.0,0.0,91.67
Traconf Fashion Logistics Group,1419.0,0.0,0.0,84.62
XPO LOGISTICS,1419.0,0.0,0.0,86.96
XPO Logistics,1419.0,0.0,0.0,86.96
Yusen Logistics,1419.0,0.0,0.0,86.96
Yusen Logistics (UK) Ltd,1419.0,0.0,0.0,88.0
Zanardo Servizi Logistici,1419.0,0.0,0.0,83.33
,,,,
STMO,1420.0,1.0,1.0,100.0
Stokomani,1420.0,0.0,0.0,85.71
,,,,
SUEL INVESTISSEMENTS FRANCE,1421.0,1.0,1.0,100.0
Tiesse,1421.0,0.0,0.0,83.33
Viga France,1421.0,0.0,0.0,84.21
,,,,
Saga,1422.0,1.0,1.0,100.0
WISAG,1422.0,0.0,0.0,85.71
,,,,
"Saint
Gobain",1423.0,1.0,1.0,100.0
Verallia Saint-Gobain,1423.0,0.0,0.0,100.0
,,,,
Salvensen Logistics (Danone),1424.0,1.0,1.0,100.0
Salvesen Logistica,1424.0,0.0,0.0,88.89
,,,,
Samsung,1425.0,1.0,1.0,100.0
Samsung/ SCM,1425.0,0.0,0.0,100.0
,,,,
Sand Fabrik,1426.0,1.0,1.0,100.0
Sandd,1426.0,0.0,0.0,88.89
,,,,
Sartorius,1427.0,1.0,1.0,100.0
Spar,1427.0,0.0,0.0,85.71
,,,,
Scarpe&Scarpe,1428.0,1.0,1.0,100.0
The Carphone Warehouse Ltd. (Carpet Express Ltd.),1428.0,0.0,0.0,83.33
,,,,
Scerni Logistics,1429.0,1.0,1.0,100.0
Skill logistics,1429.0,0.0,0.0,84.62
Tiemex Logistic Services,1429.0,0.0,0.0,86.67
XPO LOGISTICS,1429.0,0.0,0.0,86.96
XPO Logistics,1429.0,0.0,0.0,86.96
Yusen Logistics,1429.0,0.0,0.0,86.67
Zanardo Servizi Logistici,1429.0,0.0,0.0,83.87
,,,,
Schenker B.V.,1430.0,1.0,1.0,100.0
Schenker Limited,1430.0,0.0,0.0,85.71
,,,,
Schenker Limited,1431.0,1.0,1.0,100.0
XDP Limited,1431.0,0.0,0.0,84.21
,,,,
Schneider Electric,1432.0,1.0,1.0,100.0
Weidler,1432.0,0.0,0.0,83.33
,,,,
Schneider Electric Limited,1433.0,1.0,1.0,100.0
Weidler,1433.0,0.0,0.0,83.33
,,,,
Screwfix,1434.0,1.0,1.0,100.0
Screwfix Direct Limited,1434.0,0.0,0.0,100.0
Screwfix Direct Ltd,1434.0,0.0,0.0,100.0
,,,,
Screwfix Direct Limited,1435.0,1.0,1.0,100.0
Sensory Direct (UK) Limited,1435.0,0.0,0.0,85.0
,,,,
Sealy United Kingdom Limited,1436.0,1.0,1.0,100.0
TEDI,1436.0,0.0,0.0,85.71
,,,,
Seko,1437.0,1.0,1.0,100.0
"Seko Logistics
(London) Ltd",1437.0,0.0,0.0,100.0
,,,,
"Seko Logistics
(London) Ltd",1438.0,1.0,1.0,100.0
Skill logistics,1438.0,0.0,0.0,84.62
XPO LOGISTICS,1438.0,0.0,0.0,88.0
XPO Logistics,1438.0,0.0,0.0,88.0
,,,,
Servizi Logistici / Plurima,1439.0,1.0,1.0,100.0
XPO LOGISTICS,1439.0,0.0,0.0,83.33
XPO Logistics,1439.0,0.0,0.0,83.33
,,,,
Servtrade AB,1440.0,1.0,1.0,100.0
Tra.ser,1440.0,0.0,0.0,85.71
,,,,
Sese,1441.0,1.0,1.0,100.0
Tiesse,1441.0,0.0,0.0,85.71
Tiesse S.p.a.,1441.0,0.0,0.0,85.71
Tiesse Spa,1441.0,0.0,0.0,85.71
,,,,
Shop Direct,1442.0,1.0,1.0,100.0
Shop Direct Home Shopping Ltd,1442.0,0.0,0.0,90.0
Shop Direct Home Shopping Ltd.,1442.0,0.0,0.0,90.0
,,,,
Shop Direct Home Shopping Ltd,1443.0,1.0,1.0,100.0
Shop Direct Home Shopping Ltd.,1443.0,0.0,0.0,100.0
,,,,
Shure Enterprises (UK) Ltd,1444.0,1.0,1.0,100.0
Supra UK Ltd,1444.0,0.0,0.0,83.33
,,,,
Sicame UK Limited,1445.0,1.0,1.0,100.0
Sicame Uk Limited,1445.0,0.0,0.0,100.0
Spinko Limited,1445.0,0.0,0.0,83.33
XDP Limited,1445.0,0.0,0.0,84.21
,,,,
Sicame Uk Limited,1446.0,1.0,1.0,100.0
Spinko Limited,1446.0,0.0,0.0,83.33
XDP Limited,1446.0,0.0,0.0,84.21
,,,,
Silentnight Group Limited,1447.0,1.0,1.0,100.0
UK Mail Group Limited,1447.0,0.0,0.0,84.21
WM GROUP,1447.0,0.0,0.0,85.71
,,,,
Silvan,1448.0,1.0,1.0,100.0
Taher Zakir T/A Silvadore,1448.0,0.0,0.0,83.33
,,,,
Skill logistics,1449.0,1.0,1.0,100.0
"Trace Logistics, SAU",1449.0,0.0,0.0,84.62
XPO LOGISTICS,1449.0,0.0,0.0,86.96
XPO Logistics,1449.0,0.0,0.0,86.96
Yusen Logistics,1449.0,0.0,0.0,84.62
Yusen Logistics (UK) Ltd,1449.0,0.0,0.0,84.62
,,,,
Smyths Toys,1450.0,1.0,1.0,100.0
Smyths Toys UK LTD,1450.0,0.0,0.0,100.0
Smyths Toys UK Limited,1450.0,0.0,0.0,100.0
,,,,
Smyths Toys UK LTD,1451.0,1.0,1.0,100.0
Smyths Toys UK Limited,1451.0,0.0,0.0,94.44
,,,,
Smyths Toys UK Limited,1452.0,1.0,1.0,100.0
XDP Limited,1452.0,0.0,0.0,84.21
,,,,
Sodipram,1453.0,1.0,1.0,100.0
Sodispra,1453.0,0.0,0.0,93.33
,,,,
Sodispra,1454.0,1.0,1.0,100.0
Spodis,1454.0,0.0,0.0,90.91
,,,,
Soilsafe Limited,1455.0,1.0,1.0,100.0
Spinko Limited,1455.0,0.0,0.0,83.33
XDP Limited,1455.0,0.0,0.0,84.21
,,,,
Sonepar Italia Centro,1456.0,1.0,1.0,100.0
Spar,1456.0,0.0,0.0,85.71
,,,,
Spar,1457.0,1.0,1.0,100.0
Spar Holding B.V.,1457.0,0.0,0.0,100.0
Spartao Oy,1457.0,0.0,0.0,100.0
Star Spa,1457.0,0.0,0.0,85.71
Studiospares Europe Limited,1457.0,0.0,0.0,100.0
Tiesse Spa,1457.0,0.0,0.0,85.71
Unknown tenants Walker Park,1457.0,0.0,0.0,85.71
,,,,
Spax Performance Limited,1458.0,1.0,1.0,100.0
Super R Limited,1458.0,0.0,0.0,84.62
XDP Limited,1458.0,0.0,0.0,90.0
,,,,
Special Transport Holdings,1459.0,1.0,1.0,100.0
TRANSPORTS SF,1459.0,0.0,0.0,86.96
TRANSPORTS TDR,1459.0,0.0,0.0,83.33
,,,,
Specific Log,1460.0,1.0,1.0,100.0
XP LOG,1460.0,0.0,0.0,83.33
,,,,
Spinko Limited,1461.0,1.0,1.0,100.0
TLC (Southern) Limited,1461.0,0.0,0.0,83.33
XDP Limited,1461.0,0.0,0.0,85.71
Xpress Print Solutions Limited,1461.0,0.0,0.0,84.62
,,,,
St Modwen Properties Plc,1462.0,1.0,1.0,100.0
Tiesse,1462.0,0.0,0.0,83.33
,,,,
Staci,1463.0,1.0,1.0,100.0
Staci Italia,1463.0,0.0,0.0,100.0
,,,,
Starlab International GmbH,1464.0,1.0,1.0,100.0
Tenmat,1464.0,0.0,0.0,83.33
,,,,
Stef,1465.0,1.0,1.0,100.0
Stef Italia Spa,1465.0,0.0,0.0,100.0
Tiemex & Stefco,1465.0,0.0,0.0,100.0
Xplosiva di Stefano Nocera & C. S.n.c.,1465.0,0.0,0.0,100.0
,,,,
Streamline Logistics Limited,1466.0,1.0,1.0,100.0
XDP Limited,1466.0,0.0,0.0,84.21
,,,,
Super R Limited,1467.0,1.0,1.0,100.0
Super Smart Service Limited,1467.0,0.0,0.0,84.62
Travis Perkins (Properties) Limited,1467.0,0.0,0.0,84.62
Williams Trade Supplies Limited,1467.0,0.0,0.0,84.62
XDP Limited,1467.0,0.0,0.0,84.21
,,,,
Super Smart Service Limited,1468.0,1.0,1.0,100.0
Super Smart Service Ltd,1468.0,0.0,0.0,95.65
XDP Limited,1468.0,0.0,0.0,84.21
,,,,
Susa,1469.0,1.0,1.0,100.0
Susa Trasporti,1469.0,0.0,0.0,100.0
Susan Arnold Interiors Limited,1469.0,0.0,0.0,100.0
Susanne Flodin Studio AB,1469.0,0.0,0.0,100.0
,,,,
Susa Trasporti,1470.0,1.0,1.0,100.0
Torello Trasporti,1470.0,0.0,0.0,83.33
Trasgo,1470.0,0.0,0.0,83.33
Trasporti Romagna,1470.0,0.0,0.0,88.0
,,,,
Svenska Mälardalen Group AB,1471.0,1.0,1.0,100.0
WM GROUP,1471.0,0.0,0.0,87.5
,,,,
Swedol AB,1472.0,1.0,1.0,100.0
SwimLAB Sweden AB,1472.0,0.0,0.0,87.5
Telia Tower Sweden AB,1472.0,0.0,0.0,87.5
,,,,
Syncreon,1473.0,1.0,1.0,100.0
Syncreon Technology (UK) Ltd,1473.0,0.0,0.0,100.0
,,,,
Synsam Group Sweden AB,1474.0,1.0,1.0,100.0
WM GROUP,1474.0,0.0,0.0,87.5
,,,,
System Trader Limited.,1475.0,1.0,1.0,100.0
XDP Limited,1475.0,0.0,0.0,84.21
,,,,
System Transport sp. z o.o.,1476.0,1.0,1.0,100.0
Vir Transport,1476.0,0.0,0.0,83.33
,,,,
TAYLORMADE LOGISTICS,1477.0,1.0,1.0,100.0
Tailormade Logistics,1477.0,0.0,0.0,95.0
XPO LOGISTICS,1477.0,0.0,0.0,86.96
XPO Logistics,1477.0,0.0,0.0,86.96
,,,,
TEDI,1478.0,1.0,1.0,100.0
United Biscuits (UK) Ltd,1478.0,0.0,0.0,85.71
United Pallet Network (UK) Ltd,1478.0,0.0,0.0,85.71
iForce Limited,1478.0,0.0,0.0,85.71
,,,,
TLC (Southern) Limited,1479.0,1.0,1.0,100.0
XDP Limited,1479.0,0.0,0.0,84.21
,,,,
TNT,1480.0,1.0,1.0,100.0
TNT Global Express S.p.A.,1480.0,0.0,0.0,100.0
TNT Global Express S.p.a.,1480.0,0.0,0.0,100.0
Tnt Express,1480.0,0.0,0.0,100.0
,,,,
TNT Global Express S.p.A.,1481.0,1.0,1.0,100.0
TNT Global Express S.p.a.,1481.0,0.0,0.0,100.0
,,,,
TOOLSTATION,1482.0,1.0,1.0,100.0
Toho,1482.0,0.0,0.0,85.71
ToolStation Ltd,1482.0,0.0,0.0,100.0
Toolstation,1482.0,0.0,0.0,100.0
Toolstation Limited,1482.0,0.0,0.0,100.0
Toolstation Limited.,1482.0,0.0,0.0,100.0
Toolstation SAS,1482.0,0.0,0.0,100.0
,,,,
TOP Logistics BV,1483.0,1.0,1.0,100.0
Torque Logistics,1483.0,0.0,0.0,85.71
XPO LOGISTICS,1483.0,0.0,0.0,84.62
XPO Logistics,1483.0,0.0,0.0,84.62
,,,,
TRANS MOB,1484.0,1.0,1.0,100.0
Trans Mob,1484.0,0.0,0.0,100.0
trans-o-flex,1484.0,0.0,0.0,87.5
,,,,
TRANSALLIANCE,1485.0,1.0,1.0,100.0
TRANSALLIANCE VIAPOST,1485.0,0.0,0.0,100.0
Transalliance,1485.0,0.0,0.0,100.0
,,,,
TRANSALLIANCE VIAPOST,1486.0,1.0,1.0,100.0
Transalliance,1486.0,0.0,0.0,100.0
VIAPOST,1486.0,0.0,0.0,100.0
Viapost,1486.0,0.0,0.0,100.0
,,,,
TRANSDEV,1487.0,1.0,1.0,100.0
TRANSECO,1487.0,0.0,0.0,85.71
Transdev Occitanie,1487.0,0.0,0.0,100.0
,,,,
TRANSECO,1488.0,1.0,1.0,100.0
Transcommerce Net,1488.0,0.0,0.0,87.5
Transmec,1488.0,0.0,0.0,93.33
Transmec Log,1488.0,0.0,0.0,87.5
,,,,
TRANSPORT MALHERBE,1489.0,1.0,1.0,100.0
TRANSPORTS SF,1489.0,0.0,0.0,86.96
TRANSPORTS TDR,1489.0,0.0,0.0,83.33
Transports Malherbe,1489.0,0.0,0.0,100.0
,,,,
TRANSPORT PORTMANN,1490.0,1.0,1.0,100.0
TRANSPORTS SF,1490.0,0.0,0.0,86.96
TRANSPORTS TDR,1490.0,0.0,0.0,83.33
Transports Portmann,1490.0,0.0,0.0,100.0
,,,,
TRANSPORTS ALAINE,1491.0,1.0,1.0,100.0
TRANSPORTS CORDIER,1491.0,0.0,0.0,83.87
TRANSPORTS GELIN,1491.0,0.0,0.0,87.5
TRANSPORTS LAHAYE,1491.0,0.0,0.0,84.85
TRANSPORTS SF,1491.0,0.0,0.0,91.67
TRANSPORTS TDR,1491.0,0.0,0.0,88.0
TRANSPORTS TOUSSAINT,1491.0,0.0,0.0,87.5
Transports GONDRAND Freres,1491.0,0.0,0.0,83.87
Transports Pages,1491.0,0.0,0.0,85.71
Transports Portmann,1491.0,0.0,0.0,83.87
Vir Transports,1491.0,0.0,0.0,83.33
,,,,
TRANSPORTS BREVET,1492.0,1.0,1.0,100.0
TRANSPORTS PEDRETTI,1492.0,0.0,0.0,84.85
TRANSPORTS SF,1492.0,0.0,0.0,91.67
TRANSPORTS TDR,1492.0,0.0,0.0,92.31
Transports Malherbe,1492.0,0.0,0.0,86.67
Vir Transports,1492.0,0.0,0.0,83.33
,,,,
TRANSPORTS CBC EXPRESS,1493.0,1.0,1.0,100.0
TRANSPORTS SF,1493.0,0.0,0.0,96.0
TRANSPORTS TDR,1493.0,0.0,0.0,88.0
Transports Pages,1493.0,0.0,0.0,87.5
Vir Transports,1493.0,0.0,0.0,83.33
,,,,
TRANSPORTS CORDIER,1494.0,1.0,1.0,100.0
TRANSPORTS SF,1494.0,0.0,0.0,91.67
TRANSPORTS TDR,1494.0,0.0,0.0,92.31
Tra.ser,1494.0,0.0,0.0,85.71
Transports Groussard,1494.0,0.0,0.0,83.87
Vir Transports,1494.0,0.0,0.0,83.33
,,,,
TRANSPORTS GELIN,1495.0,1.0,1.0,100.0
TRANSPORTS LAHAYE,1495.0,0.0,0.0,85.71
TRANSPORTS PEDRETTI,1495.0,0.0,0.0,85.71
TRANSPORTS SF,1495.0,0.0,0.0,91.67
TRANSPORTS TDR,1495.0,0.0,0.0,88.0
TRANSPORTS TOUSSAINT,1495.0,0.0,0.0,86.67
Transport Charvin,1495.0,0.0,0.0,85.71
Transports Malherbe,1495.0,0.0,0.0,85.71
Transports Pages,1495.0,0.0,0.0,86.67
Transports Portmann,1495.0,0.0,0.0,85.71
Vir Transports,1495.0,0.0,0.0,83.33
,,,,
TRANSPORTS LAHAYE,1496.0,1.0,1.0,100.0
TRANSPORTS SF,1496.0,0.0,0.0,91.67
TRANSPORTS TDR,1496.0,0.0,0.0,88.0
Transports Pages,1496.0,0.0,0.0,86.67
Vir Transports,1496.0,0.0,0.0,83.33
,,,,
TRANSPORTS PEDRETTI,1497.0,1.0,1.0,100.0
TRANSPORTS SF,1497.0,0.0,0.0,91.67
TRANSPORTS TDR,1497.0,0.0,0.0,88.89
Vir Transports,1497.0,0.0,0.0,83.33
,,,,
TRANSPORTS SF,1498.0,1.0,1.0,100.0
TRANSPORTS TDR,1498.0,0.0,0.0,91.67
TRANSPORTS TOUSSAINT,1498.0,0.0,0.0,91.67
TRANSPORTS VIGNERON,1498.0,0.0,0.0,86.96
Transport Bernard,1498.0,0.0,0.0,86.96
Transport Charvin,1498.0,0.0,0.0,86.96
"Transportes do Vale, Lda.",1498.0,0.0,0.0,84.62
Transports GONDRAND Freres,1498.0,0.0,0.0,91.67
Transports Groussard,1498.0,0.0,0.0,91.67
Transports Malherbe,1498.0,0.0,0.0,91.67
Transports Pages,1498.0,0.0,0.0,96.0
Transports Portmann,1498.0,0.0,0.0,91.67
Vir Transports,1498.0,0.0,0.0,86.96
Xpo Transport Solutions,1498.0,0.0,0.0,84.62
,,,,
TRANSPORTS TDR,1499.0,1.0,1.0,100.0
TRANSPORTS TOUSSAINT,1499.0,0.0,0.0,92.31
TRANSPORTS VIGNERON,1499.0,0.0,0.0,83.33
Transport Bernard,1499.0,0.0,0.0,88.0
Transport Charvin,1499.0,0.0,0.0,83.33
"Transportes do Vale, Lda.",1499.0,0.0,0.0,85.71
Transports GONDRAND Freres,1499.0,0.0,0.0,92.31
Transports Groussard,1499.0,0.0,0.0,92.31
Transports Malherbe,1499.0,0.0,0.0,88.0
Transports Pages,1499.0,0.0,0.0,88.0
Transports Portmann,1499.0,0.0,0.0,88.0
Vir Transports,1499.0,0.0,0.0,83.33
Wings Transport Ltd,1499.0,0.0,0.0,88.89
,,,,
TRANSPORTS TOUSSAINT,1500.0,1.0,1.0,100.0
Transports Groussard,1500.0,0.0,0.0,84.21
Vir Transports,1500.0,0.0,0.0,83.33
,,,,
TRANSPORTS VIGNERON,1501.0,1.0,1.0,100.0
Vigneron,1501.0,0.0,0.0,100.0
Vir Transport,1501.0,0.0,0.0,92.31
Vir Transports,1501.0,0.0,0.0,96.3
,,,,
TT Europa Trasporti,1502.0,1.0,1.0,100.0
Trasgo,1502.0,0.0,0.0,83.33
,,,,
Tabure Limited,1503.0,1.0,1.0,100.0
Target Healthcare Limited,1503.0,0.0,0.0,85.71
Tarpey-Harris Limited,1503.0,0.0,0.0,85.71
Trutex Limited,1503.0,0.0,0.0,83.33
XDP Limited,1503.0,0.0,0.0,84.21
,,,,
Tailormade Logistics,1504.0,1.0,1.0,100.0
XPO LOGISTICS,1504.0,0.0,0.0,86.96
XPO Logistics,1504.0,0.0,0.0,86.96
,,,,
Tarpey Harris T/A Altaras International,1505.0,1.0,1.0,100.0
Tenmat,1505.0,0.0,0.0,83.33
,,,,
TechnoCargo Logistics,1506.0,1.0,1.0,100.0
Torque Logistics,1506.0,0.0,0.0,85.71
XPO LOGISTICS,1506.0,0.0,0.0,86.96
XPO Logistics,1506.0,0.0,0.0,86.96
,,,,
Tecnotrans,1507.0,1.0,1.0,100.0
Tecnotrans srl,1507.0,0.0,0.0,100.0
,,,,
Tele2 Sverige AB,1508.0,1.0,1.0,100.0
Telenor Sverige AB,1508.0,0.0,0.0,96.77
Telia Sverige AB,1508.0,0.0,0.0,93.33
,,,,
Telefonica,1509.0,1.0,1.0,100.0
Telefonica Communal,1509.0,0.0,0.0,100.0
Telefónica Germany GmbH & Co. OHG,1509.0,0.0,0.0,90.0
,,,,
Telefónica Germany GmbH & Co. OHG,1510.0,1.0,1.0,100.0
WEG Germany GmbH,1510.0,0.0,0.0,87.5
,,,,
Telenor Sverige AB,1511.0,1.0,1.0,100.0
Telia Sverige AB,1511.0,0.0,0.0,93.33
,,,,
Telia Finland Oy,1512.0,1.0,1.0,100.0
TeliaSonera Finland Oy,1512.0,0.0,0.0,100.0
,,,,
Tenant under LOI,1513.0,1.0,1.0,100.0
Tenmat,1513.0,0.0,0.0,83.33
,,,,
Tenesol,1514.0,1.0,1.0,100.0
enersol GmbH,1514.0,0.0,0.0,85.71
,,,,
Tenmat,1515.0,1.0,1.0,100.0
Torque Developments International plc,1515.0,0.0,0.0,83.33
